,epoch,loss
0,1,0.39956098794937134
1,1,0.2829144597053528
2,1,0.510304868221283
3,1,0.5137615203857422
4,1,0.5032362937927246
5,1,0.35798129439353943
6,1,0.23296338319778442
7,1,0.43966904282569885
8,1,0.5039284229278564
9,1,0.31389015913009644
10,1,0.6253523230552673
11,1,0.6750423908233643
12,1,0.25852417945861816
13,1,0.2548539638519287
14,1,0.19678595662117004
15,1,0.2719767689704895
16,1,0.3924356698989868
17,1,0.3848610520362854
18,1,0.24431917071342468
19,1,0.24481478333473206
20,1,0.41282713413238525
21,1,0.1861153244972229
22,1,0.2651936709880829
23,1,0.29582303762435913
24,1,0.2949117124080658
25,1,0.27477821707725525
26,1,0.4199019968509674
27,1,0.2894374132156372
28,1,0.2969639301300049
29,1,0.2320481687784195
30,1,0.26394638419151306
31,1,0.15239626169204712
32,1,0.1545226275920868
33,1,0.27733129262924194
34,1,0.316966712474823
35,1,0.21208548545837402
36,1,0.5529258251190186
37,1,0.23611131310462952
38,1,0.25391364097595215
39,1,0.18184372782707214
40,1,0.259445458650589
41,1,0.21547645330429077
42,1,0.2060113549232483
43,1,0.250899076461792
44,1,0.15699654817581177
45,1,0.2742648422718048
46,1,0.11365405470132828
47,1,0.27519533038139343
48,1,0.24757081270217896
49,1,0.1382445991039276
50,1,0.2789456844329834
51,1,0.20857006311416626
52,1,0.255973219871521
53,1,0.17533206939697266
54,1,0.18646858632564545
55,1,0.19126710295677185
56,1,0.19175824522972107
57,1,0.2254803329706192
58,1,0.20581510663032532
59,1,0.2069484293460846
60,1,0.2366217076778412
61,1,0.2797470986843109
62,1,0.1510145366191864
63,1,0.11858160048723221
64,1,0.164231076836586
65,1,0.16678854823112488
66,1,0.16088908910751343
67,1,0.19320829212665558
68,1,0.1941329538822174
69,1,0.2386382818222046
70,1,0.1717129796743393
71,1,0.1677972972393036
72,1,0.3171311616897583
73,1,0.17634746432304382
74,1,0.3072637915611267
75,1,0.2579582631587982
76,1,0.10544674098491669
77,1,0.2382439374923706
78,1,0.1616164743900299
79,1,0.09028089791536331
80,1,0.15820276737213135
81,1,0.17401571571826935
82,1,0.16478648781776428
83,1,0.2599259614944458
84,1,0.25942468643188477
85,1,0.15776480734348297
86,1,0.22717943787574768
87,1,0.1533491015434265
88,1,0.3060234785079956
89,1,0.18184158205986023
90,1,0.17626875638961792
91,1,0.13935545086860657
92,1,0.20176298916339874
93,1,0.25212252140045166
94,1,0.19952449202537537
95,1,0.16746367514133453
96,1,0.23046845197677612
97,1,0.15515932440757751
98,1,0.08606700599193573
99,1,0.36766794323921204
100,1,0.18636134266853333
101,1,0.10201236605644226
102,1,0.176680326461792
103,1,0.23224863409996033
104,1,0.19397664070129395
105,1,0.16888488829135895
106,1,0.22103458642959595
107,1,0.11276150494813919
108,1,0.22387343645095825
109,1,0.17037832736968994
110,1,0.2484019249677658
111,1,0.2580733299255371
112,1,0.12903107702732086
113,1,0.1514878273010254
114,1,0.2321326583623886
115,1,0.17320990562438965
116,1,0.2065003663301468
117,1,0.23995013535022736
118,1,0.14733998477458954
119,1,0.1237252950668335
120,1,0.1271846741437912
121,1,0.18169046938419342
122,1,0.10560600459575653
123,1,0.2138449251651764
124,1,0.24414905905723572
125,1,0.17326073348522186
126,1,0.1749047040939331
127,1,0.12005363404750824
128,1,0.1328660249710083
129,1,0.12750473618507385
130,1,0.186173677444458
131,1,0.16036787629127502
132,1,0.21007299423217773
133,1,0.17681115865707397
134,1,0.12918350100517273
135,1,0.18265296518802643
136,1,0.16660043597221375
137,1,0.23176977038383484
138,1,0.16959095001220703
139,1,0.10679097473621368
140,1,0.07600671052932739
141,1,0.18046021461486816
142,1,0.14329344034194946
143,1,0.17383168637752533
144,1,0.12570615112781525
145,1,0.13716422021389008
146,1,0.2036411166191101
147,1,0.13338051736354828
148,1,0.16916236281394958
149,1,0.13328681886196136
150,1,0.17573998868465424
151,1,0.1793597787618637
152,1,0.1537729799747467
153,1,0.12108252942562103
154,1,0.19190344214439392
155,1,0.148322194814682
156,1,0.17896604537963867
157,1,0.17108260095119476
158,1,0.14005771279335022
159,1,0.14566166698932648
160,1,0.1786012500524521
161,1,0.1044531762599945
162,1,0.13573132455348969
163,1,0.1891675889492035
164,1,0.154342383146286
165,1,0.24199539422988892
166,1,0.30868202447891235
167,1,0.18973296880722046
168,1,0.3024674355983734
169,1,0.13363665342330933
170,1,0.159887433052063
171,1,0.2477501779794693
172,1,0.18217478692531586
173,1,0.18944698572158813
174,1,0.11209546774625778
175,1,0.22570963203907013
176,1,0.11645662784576416
177,1,0.21731922030448914
178,1,0.11437860131263733
179,1,0.1590631902217865
180,1,0.1275942027568817
181,1,0.10521592199802399
182,1,0.1271730363368988
183,1,0.19666442275047302
184,1,0.20086537301540375
185,1,0.12750445306301117
186,1,0.15302953124046326
187,1,0.10488252341747284
188,1,0.13460023701190948
189,1,0.16843748092651367
190,1,0.1477634459733963
191,1,0.15011908113956451
192,1,0.1323847472667694
193,1,0.10813746601343155
194,1,0.10654828697443008
195,1,0.1507168412208557
196,1,0.08009953051805496
197,1,0.1232135072350502
198,1,0.11444409191608429
199,1,0.16872844099998474
200,1,0.1724201738834381
201,1,0.09589506685733795
202,1,0.15536582469940186
203,1,0.15441037714481354
204,1,0.14011283218860626
205,1,0.1406133472919464
206,1,0.13178066909313202
207,1,0.17413648962974548
208,1,0.18697717785835266
209,1,0.10564328730106354
210,1,0.11282655596733093
211,1,0.13220888376235962
212,1,0.07836293429136276
213,1,0.16720852255821228
214,1,0.1661301702260971
215,1,0.12216740101575851
216,1,0.14362213015556335
217,1,0.15206116437911987
218,1,0.14562007784843445
219,1,0.11034795641899109
220,1,0.2264314591884613
221,1,0.24142026901245117
222,1,0.15095335245132446
223,1,0.15960486233234406
224,1,0.1397571712732315
225,1,0.2317216843366623
226,1,0.20424160361289978
227,1,0.15881136059761047
228,1,0.09515678882598877
229,1,0.1071518212556839
230,1,0.1363459676504135
231,1,0.10475762188434601
232,1,0.18941763043403625
233,1,0.1757916808128357
234,1,0.15577390789985657
235,1,0.12643200159072876
236,1,0.12020198255777359
237,1,0.15873846411705017
238,1,0.16238947212696075
239,1,0.10976158827543259
240,1,0.07764138281345367
241,1,0.19172486662864685
242,1,0.14810433983802795
243,1,0.1305418610572815
244,1,0.20629239082336426
245,1,0.15310442447662354
246,1,0.10220373421907425
247,1,0.25555506348609924
248,1,0.20119193196296692
