variance,lengthscale,rms_mean,rms_deg,nmrs
0.0,0.0,1.7799462670418624,,100.26498463368894
0.0,1.0,1.7799462670418624,,100.26498463368894
0.0,2.0,1.7799462670418624,,100.26498463368894
0.0,3.0,1.7799462670418624,,100.26498463368894
0.0,4.0,1.7799462670418624,,100.26498463368894
0.0,5.0,1.7799462670418624,,100.26498463368894
0.0,6.0,1.7799462670418624,,100.26498463368894
0.0,7.0,1.7799462670418624,,100.26498463368894
0.0,8.0,1.7799462670418624,,100.26498463368894
0.0,9.0,1.7799462670418624,,100.26498463368894
0.0,10.0,1.7799462670418624,,100.26498463368894
0.0,11.0,1.7799462670418624,,100.26498463368894
0.0,12.0,1.7799462670418624,,100.26498463368894
0.0,13.0,1.7799462670418624,,100.26498463368894
0.0,14.0,1.7799462670418624,,100.26498463368894
0.0,15.0,1.7799462670418624,,100.26498463368894
0.0,16.0,1.7799462670418624,,100.26498463368894
0.0,17.0,1.7799462670418624,,100.26498463368894
0.0,18.0,1.7799462670418624,,100.26498463368894
0.0,19.0,1.7799462670418624,,100.26498463368894
1.0,0.0,1.3080596452347932,,73.68344913432749
1.0,1.0,0.6476401004002452,,36.48178931980318
1.0,2.0,0.6476390967759518,,36.48173278530199
1.0,3.0,0.6476393261460957,,36.481745705800975
1.0,4.0,0.6476390616288542,,36.48173080545391
1.0,5.0,0.6476388300024083,,36.48171775785664
1.0,6.0,0.6476389854000422,,36.48172651145873
1.0,7.0,0.6476399135812178,,36.48177879622318
1.0,8.0,0.6476453474908954,,36.48208489022188
1.0,9.0,0.6476392916093042,,36.48174376033165
1.0,10.0,0.647642949807671,,36.48194982790224
1.0,11.0,0.6476396807317297,,36.481765679731545
1.0,12.0,0.6476442578862668,,36.48202351241886
1.0,13.0,0.6476392895623273,,36.481743645024736
1.0,14.0,0.6476387552541955,,36.481713547264135
1.0,15.0,0.647639025022273,,36.48172874339261
1.0,16.0,0.6476401372988685,,36.4817913983153
1.0,17.0,0.6476391284510916,,36.48173456957349
1.0,18.0,0.6476390223886777,,36.48172859504128
1.0,19.0,0.6476371725339672,,36.48162439209002
2.0,0.0,1.0959032786710683,,61.73260813011933
2.0,1.0,0.6476389447317378,,36.48172422059918
2.0,2.0,0.6476381953519379,,36.48168200777764
2.0,3.0,0.6476374781249259,,36.481641606133685
2.0,4.0,0.647639002702748,,36.4817274861261
2.0,5.0,0.647639996548279,,36.48178346978624
2.0,6.0,0.6476389404766527,,36.481723980908775
2.0,7.0,0.64763931880126,,36.48174529206386
2.0,8.0,0.6476380541502538,,36.48167405383827
2.0,9.0,0.647639134943954,,36.481734935318656
2.0,10.0,0.6476391685626478,,36.48173682907122
2.0,11.0,0.6476439021651827,,36.482003474528014
2.0,12.0,0.6476389663034345,,36.48172543574027
2.0,13.0,0.8495450027718914,,47.85516182469546
2.0,14.0,0.64763926922761,,36.481742499563126
2.0,15.0,0.6476395921445908,,36.48176068958758
2.0,16.0,0.647639940296898,,36.48178030112663
2.0,17.0,0.6476408424669133,,36.48183112067349
2.0,18.0,0.6476392137808918,,36.48173937623045
2.0,19.0,0.6476377170821603,,36.48165506667679
3.0,0.0,0.9823133048907527,,55.33404588893869
3.0,1.0,0.6476388793542792,,36.48172053786448
3.0,2.0,0.6476392622460486,,36.481742106289374
3.0,3.0,0.6476398471422475,,36.48177505369317
3.0,4.0,0.6476389694587443,,36.48172561347995
3.0,5.0,0.6476352429049914,,36.48151569542698
3.0,6.0,0.6476372762342283,,36.48163023356134
3.0,7.0,0.6476391913659894,,36.48173811359129
3.0,8.0,0.6476390272071775,,36.48172886646903
3.0,9.0,0.6476394233300597,,36.481751180207056
3.0,10.0,0.6476399505472584,,36.48178087853295
3.0,11.0,0.6476400767888101,,36.48178798976293
3.0,12.0,0.6476391350769594,,36.481734942810895
3.0,13.0,0.6476390008853192,,36.481727383749714
3.0,14.0,0.6476391709236532,,36.48173696206747
3.0,15.0,0.6476397541722733,,36.481769816662585
3.0,16.0,0.6476397504930393,,36.48176960941007
3.0,17.0,0.6476393176133436,,36.48174522514813
3.0,18.0,0.6476389940099501,,36.4817269964578
3.0,19.0,0.647638807891356,,36.48171651233347
4.0,0.0,0.9147168000964347,,51.52631155448758
4.0,1.0,0.6476450189115912,,36.482066381236805
4.0,2.0,0.6476391563873408,,36.481736143232
4.0,3.0,0.6476391674525213,,36.48173676653742
4.0,4.0,0.6476392993875003,,36.48174419848011
4.0,5.0,0.6476388873927751,,36.48172099067571
4.0,6.0,0.6476393451689538,,36.48174677736511
4.0,7.0,0.6476392450701312,,36.48174113876404
4.0,8.0,0.6476391925495621,,36.481738180262354
4.0,9.0,0.6476389811635292,,36.481726272814505
4.0,10.0,0.6476391046433172,,36.48173322847338
4.0,11.0,0.6476435961834905,,36.481986238474185
4.0,12.0,0.647639238838382,,36.48174078772748
4.0,13.0,0.6476391079927876,,36.4817334171502
4.0,14.0,0.6476390266444527,,36.48172883477055
4.0,15.0,0.6476389974476703,,36.481727190105765
4.0,16.0,0.6476389578051523,,36.48172495702912
4.0,17.0,0.6476391733224307,,36.48173709719144
4.0,18.0,0.6476386497318772,,36.481707603155705
4.0,19.0,0.647638849872575,,36.48171887714996
5.0,0.0,0.871427913363003,,49.0878336950686
5.0,1.0,0.6476402705808113,,36.48179890613292
5.0,2.0,0.6476390976446594,,36.48173283423659
5.0,3.0,0.6476397343261077,,36.48176869872126
5.0,4.0,0.6476388342515601,,36.48171799721282
5.0,5.0,0.6476393528472051,,36.48174720988364
5.0,6.0,0.6476388866481794,,36.48172094873238
5.0,7.0,0.6476384798641897,,36.48169803445051
5.0,8.0,0.6476431370275286,,36.48196037406113
5.0,9.0,0.6476394960018802,,36.48175527383567
5.0,10.0,0.6476409888403604,,36.48183936594005
5.0,11.0,0.647638984583446,,36.4817264654596
5.0,12.0,0.6476389826922249,,36.48172635892646
5.0,13.0,0.6476386623481555,,36.48170831383499
5.0,14.0,0.6476399816521274,,36.48178263068091
5.0,15.0,0.6476389106435018,,36.48172230039714
5.0,16.0,0.6476390219236581,,36.48172856884656
5.0,17.0,0.6476387744579792,,36.48171462901988
5.0,18.0,0.647640393190805,,36.48180581279598
5.0,19.0,0.6476390589348923,,36.4817306537021
6.0,0.0,0.8421418015955462,,47.43813695943366
6.0,1.0,0.6476399304928947,,36.48177974886376
6.0,2.0,0.647639577251474,,36.4817598506532
6.0,3.0,0.6476364968225564,,36.48158632903414
6.0,4.0,0.6476392092581799,,36.48173912146453
6.0,5.0,0.6476391171901966,,36.481733935243405
6.0,6.0,0.6476372594284757,,36.48162928688753
6.0,7.0,0.6476392403415214,,36.48174087239984
6.0,8.0,0.6476326271216607,,36.48136834745344
6.0,9.0,0.6476391940639952,,36.48173826557088
6.0,10.0,0.6476364584893163,,36.48158416970955
6.0,11.0,0.647638695643926,,36.48171018939718
6.0,12.0,0.6476387769806957,,36.48171477112536
6.0,13.0,0.6476378510911381,,36.48166261544854
6.0,14.0,0.6476391889903041,,36.48173797976813
6.0,15.0,0.647636652979226,,36.48159512539297
6.0,16.0,0.6476390204851105,,36.48172848781269
6.0,17.0,0.6476409907680979,,36.48183947453016
6.0,18.0,0.8742361748465584,,49.24602402907459
6.0,19.0,0.6476393359945034,,36.48174626056517
7.0,0.0,0.8214602667768818,,46.27313899899483
7.0,1.0,0.6476391178419956,,36.48173397195947
7.0,2.0,0.6476394296103318,,36.48175153397694
7.0,3.0,0.6476389879027568,,36.48172665243751
7.0,4.0,0.6476395770574291,,36.48175983972258
7.0,5.0,0.6476380317585687,,36.48167279250696
7.0,6.0,0.6476390340951628,,36.48172925447161
7.0,7.0,0.6476395232669788,,36.48175680968804
7.0,8.0,0.6476389681733358,,36.48172554107244
7.0,9.0,0.6476394781431845,,36.4817542678492
7.0,10.0,0.6476646602022263,,36.48317278188506
7.0,11.0,0.6476384926717251,,36.48169875590339
7.0,12.0,0.6476387645253486,,36.481714069511376
7.0,13.0,0.6476390929998656,,36.48173257259375
7.0,14.0,0.6476375706600618,,36.48164681866968
7.0,15.0,0.6476391258172702,,36.481734421209424
7.0,16.0,0.6476399652915806,,36.481781709085695
7.0,17.0,0.647639467817088,,36.48175368617664
7.0,18.0,0.6476391737805681,,36.48173712299847
7.0,19.0,0.6476217196922106,,36.48075392820581
8.0,0.0,0.806341535570035,,45.42149567683171
8.0,1.0,0.6476384393663065,,36.48169575319085
8.0,2.0,0.6476403288746465,,36.48180218984468
8.0,3.0,0.6476385821758339,,36.481703797700575
8.0,4.0,0.6476394332231208,,36.48175173748658
8.0,5.0,0.6476380999744257,,36.48167663512962
8.0,6.0,0.6476389825591276,,36.48172635142904
8.0,7.0,0.6476391316849112,,36.48173475173566
8.0,8.0,0.6476390831160197,,36.48173201583332
8.0,9.0,0.6476401290781831,,36.48179093524127
8.0,10.0,0.6476390743175954,,36.48173152021505
8.0,11.0,0.6476396480156016,,36.48176383682081
8.0,12.0,0.6476397001488784,,36.4817667735062
8.0,13.0,0.6476390319464419,,36.48172913343342
8.0,14.0,0.6476392881606036,,36.48174356606516
8.0,15.0,0.647639125981685,,36.48173443047097
8.0,16.0,0.6476397424321851,,36.481769155339386
8.0,17.0,0.6476470118184411,,36.48217864236422
8.0,18.0,0.6476395842681948,,36.48176024590749
8.0,19.0,0.6476392724456246,,36.481742680835
9.0,0.0,0.7949703357811483,,44.780952086718656
9.0,1.0,0.6476392902879651,,36.48174368590016
9.0,2.0,0.6476397615938569,,36.481770234722944
9.0,3.0,0.647639225773979,,36.48174005180517
9.0,4.0,0.6476380036895021,,36.4816712113668
9.0,5.0,0.6476390106028332,,36.48172793114062
9.0,6.0,0.6476392164549046,,36.48173952685851
9.0,7.0,0.6476439334852663,,36.48200523879908
9.0,8.0,0.6476392623469253,,36.48174211197179
9.0,9.0,0.647639330479771,,36.48174594991839
9.0,10.0,0.6476391074910375,,36.48173338888644
9.0,11.0,0.6476396150118643,,36.48176197770895
9.0,12.0,0.6476420037014106,,36.48189653341161
9.0,13.0,0.6476377141353625,,36.481654900682656
9.0,14.0,0.6476481664866908,,36.48224368522335
9.0,15.0,0.6476352368842128,,36.48151535627445
9.0,16.0,0.6476389580070643,,36.48172496840289
9.0,17.0,0.6476580379037336,,36.482799745536205
9.0,18.0,0.6476389641499595,,36.48172531443428
9.0,19.0,0.6476408726459036,,36.481832820666384
10.0,0.0,0.7862114987395923,,44.28756378750887
10.0,1.0,0.6476388769283865,,36.48172040121311
10.0,2.0,0.6476400691407118,,36.481787558942926
10.0,3.0,0.6476400039407771,,36.481783886208206
10.0,4.0,0.6476390145499493,,36.48172815348302
10.0,5.0,0.6476393662943339,,36.48174796736503
10.0,6.0,0.6476389282522079,,36.4817232923016
10.0,7.0,0.6476393761604446,,36.481748523126434
10.0,8.0,0.6476395217220636,,36.48175672266243
10.0,9.0,0.6476390430307019,,36.48172975781359
10.0,10.0,0.6476374511525078,,36.48164008676812
10.0,11.0,0.6476405267218407,,36.48181333464509
10.0,12.0,0.6476387996227511,,36.48171604656012
10.0,13.0,0.6476392766305651,,36.48174291657413
10.0,14.0,0.6476387638383069,,36.48171403081008
10.0,15.0,0.6476395634729111,,36.48175907450201
10.0,16.0,0.6476382137848042,,36.481683046107335
10.0,17.0,0.6476398504873144,,36.48177524212194
10.0,18.0,0.647639015173343,,36.481728188599
10.0,19.0,0.6476390206482953,,36.48172849700494
11.0,0.0,0.7793269518456344,,43.8997548961316
11.0,1.0,0.6476395891445167,,36.48176052059237
11.0,2.0,0.647637113704659,,36.48162107821488
11.0,3.0,0.6476397309520349,,36.48176850865858
11.0,4.0,0.6476389646301716,,36.48172534148479
11.0,5.0,0.6476433731382871,,36.48197367426126
11.0,6.0,0.6476390157525675,,36.48172822122692
11.0,7.0,0.6476400880893955,,36.48178862632879
11.0,8.0,0.6476398334921304,,36.48177428477739
11.0,9.0,0.6476391372856135,,36.48173506722514
11.0,10.0,0.6476402231857762,,36.48179623635431
11.0,11.0,0.6476469861656893,,36.4821771973359
11.0,12.0,0.647642165920407,,36.4819056712634
11.0,13.0,0.6476384953807247,,36.48169890850227
11.0,14.0,0.6476396723208435,,36.48176520594343
11.0,15.0,0.6476394988065054,,36.48175543182116
11.0,16.0,0.6476396458348596,,36.48176371397886
11.0,17.0,0.6476399425586036,,36.48178042852928
11.0,18.0,0.6476389964035715,,36.48172713129132
11.0,19.0,0.6476392738766811,,36.4817427614469
12.0,0.0,0.7738206941260863,,43.58958550739093
12.0,1.0,0.6476392648636914,,36.48174225374209
12.0,2.0,0.6476389926148216,,36.481726917869736
12.0,3.0,0.6476392245730599,,36.48173998415698
12.0,4.0,0.6476390472495872,,36.48172999546485
12.0,5.0,0.647638974857636,,36.48172591760137
12.0,6.0,0.6476577753663002,,36.4827849567124
12.0,7.0,0.6476401840662351,,36.48179403273713
12.0,8.0,0.647643461539466,,36.48197865393003
12.0,9.0,0.6476390803551285,,36.48173186031137
12.0,10.0,0.6476391368064578,,36.481735040234135
12.0,11.0,0.6476369945875259,,36.48161436830585
12.0,12.0,0.6476389763970773,,36.48172600431864
12.0,13.0,0.6476392171088212,,36.48173956369386
12.0,14.0,0.6476422123839415,,36.48190828857025
12.0,15.0,0.6476398955866047,,36.48177778258045
12.0,16.0,0.647639166560043,,36.48173671626381
12.0,17.0,0.6476397120476295,,36.48176744376693
12.0,18.0,0.647639074467305,,36.48173152864824
12.0,19.0,0.6476389497368794,,36.48172450254053
13.0,0.0,0.7693498061819573,,43.33773885374895
13.0,1.0,0.6476390018437473,,36.4817274377383
13.0,2.0,0.6476410647825456,,36.48184364378942
13.0,3.0,0.647638643963355,,36.48170727821287
13.0,4.0,0.6476400980506186,,36.4817891874479
13.0,5.0,0.647639034634782,,36.48172928486854
13.0,6.0,0.6476398857198051,,36.481777226780245
13.0,7.0,0.6476394472038653,,36.48175252502673
13.0,8.0,0.6476396067635126,,36.481761513076464
