variance,lengthscale,rms_mean,rms_deg,nmrs
0.01,0.01,1.7741558826491095,101.65164427410134,99.93881029184918
0.01,0.1,1.7741543765565844,101.65155798135609,99.9387254531399
0.01,1.0,0.6476389672905464,37.10697947395948,36.48172549134462
0.01,10.0,0.6476389887983298,37.10698070626469,36.481726702885446
0.01,100.0,1.2046655048679449,69.02224915392976,67.8592216915944
0.1,0.01,1.7035258704633613,97.60484266890039,95.96019744402957
0.1,0.1,0.6476390252775581,37.10698279637052,36.481728757772906
0.1,1.0,0.6476391363013605,37.10698915756582,36.48173501178183
0.1,10.0,0.6476427127681856,37.10719407402047,36.481936475386604
0.1,100.0,1.20466594640439,69.02227445210458,67.85924656349403
1.0,0.01,0.8899731363341438,50.99170459196746,50.1324924753137
1.0,0.1,0.6476395846712196,37.10701484726641,36.48176026861002
1.0,1.0,0.647639026553249,37.10698286946222,36.48172882963301
1.0,10.0,0.6476397426280285,37.107023897524904,36.481769166371315
1.0,100.0,1.2046661915762917,69.0222884994198,67.85926037411146
10.0,0.01,0.016140146022624063,0.924762247821221,0.9091799695916534
10.0,0.1,0.6476396317698975,37.10701754582187,36.48176292169472
10.0,1.0,0.6476404777862738,37.10706601898963,36.481810578087796
10.0,10.0,0.6476390490927005,37.106984160877666,36.481730099288065
10.0,100.0,1.2046656101040716,69.02225518351568,67.85922761958156
100.0,0.01,5.626462524435898e-09,3.2237255623869976e-07,3.169405666903338e-07
100.0,0.1,1.3044919979031337e-08,7.474188588843821e-07,7.348248233464889e-07
100.0,1.0,0.6476363016028059,37.10682674130245,36.481575332238535
100.0,10.0,0.6476392578637138,37.106996122575616,36.48174185943095
100.0,100.0,1.2035905561416196,68.96065912871836,67.79866946059579
