variance,lengthscale,rms_mean,rms_deg,nmrs
0.1,0.1,1.6951716280539277,,95.48960009942542
0.1,0.30000000000000004,1.6856594262824967,,94.95377450620111
0.1,0.5000000000000001,1.6324615307965247,,91.95711878000884
0.1,0.7000000000000001,1.5561577146465728,,87.658898605935
0.1,0.9000000000000001,1.4917031831712473,,84.02815270781001
0.1,1.1000000000000003,1.4425089296509683,,81.25702350879551
0.1,1.3000000000000003,1.4041054242789928,,79.09374085959497
0.1,1.5000000000000004,1.3740272006732577,,77.39942419201955
0.1,1.7000000000000004,1.3510617889640377,,76.10577466182443
0.1,1.9000000000000004,1.334020675966033,,75.14584291302756
0.1,2.1000000000000005,1.3216202984336896,,74.44732538710323
0.1,2.3000000000000007,1.3127016259672664,,73.94493350350724
0.1,2.5000000000000004,1.3063551352462563,,73.58743350117433
0.1,2.7000000000000006,1.3019219871405425,,73.33771274559389
0.1,2.900000000000001,1.2989414598776443,,73.16981862106427
0.1,3.1000000000000005,1.2970930777280216,,73.06569861965708
0.1,3.3000000000000007,1.2961509030609901,,73.01262559702637
0.1,3.500000000000001,1.2959517904705407,,73.00140951641121
0.1,3.7000000000000006,1.2963745585832236,,73.02522418941942
0.1,3.900000000000001,1.297326595767,,73.07885277100613
0.1,4.1000000000000005,1.2987352047707994,,73.15820020004709
0.1,4.300000000000001,1.3005418901698842,,73.25997140917366
0.1,4.500000000000001,1.3026984869188296,,73.38145324483234
0.1,4.7,1.3051644799396327,,73.52036347876233
0.1,4.9,1.3079051268153326,,73.6747450586822
0.1,5.1000000000000005,1.3108901384182352,,73.84289178762467
0.1,5.300000000000001,1.3140927508939888,,74.02329604848067
0.1,5.500000000000001,1.3174890701220632,,74.21461187723314
0.1,5.700000000000001,1.3210576027685426,,74.41562854699964
0.1,5.9,1.3247789128376237,,74.62525122146032
0.1,6.1000000000000005,1.3286353615259543,,74.84248630076341
0.1,6.300000000000001,1.33261090220854,,75.06642987301096
0.1,6.500000000000001,1.3366909123595898,,75.29625824630234
0.1,6.700000000000001,1.3408620509896538,,75.53121991811922
0.1,6.900000000000001,1.3451121345872503,,75.77062858707478
0.1,7.100000000000001,1.3494300273004223,,76.01385696680313
0.1,7.300000000000001,1.3538055427383218,,76.26033125440877
0.1,7.500000000000001,1.3582293557189133,,76.50952615918445
0.1,7.700000000000001,1.362692922812006,,76.76096042677284
0.1,7.900000000000001,1.3671884108057908,,77.01419280966205
0.1,8.100000000000001,1.3717086323706182,,77.26881844310407
0.1,8.3,1.3762469882712733,,77.52446558991241
0.1,8.500000000000002,1.3807974155253446,,77.78079272020518
0.1,8.700000000000001,1.3853543409397595,,78.03748589410223
0.1,8.900000000000002,1.3899126394895447,,78.29425641718636
0.1,9.100000000000001,1.3944675970360523,,78.55083874040822
0.1,9.3,1.399014876917188,,78.8069885781024
0.1,9.500000000000002,1.4035504899791325,,79.06248121986401
0.1,9.700000000000001,1.4080707676567206,,79.31711001415711
0.1,9.900000000000002,1.4125723377470893,,79.5706850036361
0.30000000000000004,0.1,1.5477413885405236,,87.18480406537475
0.30000000000000004,0.30000000000000004,1.526001917111524,,85.9602121722747
0.30000000000000004,0.5000000000000001,1.4284880461123288,,80.46722232289298
0.30000000000000004,0.7000000000000001,1.3294413167343355,,74.88788603449699
0.30000000000000004,0.9000000000000001,1.269345880609533,,71.50268947481543
0.30000000000000004,1.1000000000000003,1.235269689456393,,69.58316592199355
0.30000000000000004,1.3000000000000003,1.2149909583301612,,68.44085803191244
0.30000000000000004,1.5000000000000004,1.2027424591947924,,67.75089586825987
0.30000000000000004,1.7000000000000004,1.1960087007133269,,67.3715809399541
0.30000000000000004,1.9000000000000004,1.1933204902379193,,67.22015312047458
0.30000000000000004,2.1000000000000005,1.1934927301362948,,67.22985545311444
0.30000000000000004,2.3000000000000007,1.195513194848311,,67.34366892437158
0.30000000000000004,2.5000000000000004,1.1985829218064885,,67.51658769837637
0.30000000000000004,2.7000000000000006,1.202134797260777,,67.71666606278502
0.30000000000000004,2.900000000000001,1.2058052099579248,,67.92342167080146
0.30000000000000004,3.1000000000000005,1.2093831511719657,,68.12496832841055
0.30000000000000004,3.3000000000000007,1.2127608424819076,,68.31523484013593
0.30000000000000004,3.500000000000001,1.2158956798887766,,68.49182130808093
0.30000000000000004,3.7000000000000006,1.218783871116621,,68.65451411203858
0.30000000000000004,3.900000000000001,1.221443180171855,,68.80431390459208
0.30000000000000004,4.1000000000000005,1.2239021020345011,,68.94282581775416
0.30000000000000004,4.300000000000001,1.226193351048048,,69.07189266173089
0.30000000000000004,4.500000000000001,1.2283501095008682,,69.19338360622437
0.30000000000000004,4.7,1.2304039570813818,,69.30907754593099
0.30000000000000004,4.9,1.2323837823488246,,69.42060178331565
0.30000000000000004,5.1000000000000005,1.234315258815945,,69.52940251617036
0.30000000000000004,5.300000000000001,1.2362206540491387,,69.63673408415907
0.30000000000000004,5.500000000000001,1.2381188476267435,,69.7436599804147
0.30000000000000004,5.700000000000001,1.2400254876576113,,69.851061668284
0.30000000000000004,5.9,1.2419532393082193,,69.9596525809451
0.30000000000000004,6.1000000000000005,1.243912089203849,,70.0699952684305
0.30000000000000004,6.300000000000001,1.2459096759493573,,70.18252001597567
0.30000000000000004,6.500000000000001,1.2479516230548497,,70.29754359783652
0.30000000000000004,6.700000000000001,1.2500418568742382,,70.4152871868776
0.30000000000000004,6.900000000000001,1.2521828982474554,,70.53589278287826
0.30000000000000004,7.100000000000001,1.254376121760957,,70.65943781676567
0.30000000000000004,7.300000000000001,1.256621980569608,,70.7859478149091
0.30000000000000004,7.500000000000001,1.2589201975220043,,70.91540716527469
0.30000000000000004,7.700000000000001,1.2612699250613522,,71.04776812469713
0.30000000000000004,7.900000000000001,1.2636698772767945,,71.18295825737616
0.30000000000000004,8.100000000000001,1.2661184377999843,,71.32088651272753
0.30000000000000004,8.3,1.2686137471864567,,71.46144814760585
0.30000000000000004,8.500000000000002,1.271153773149132,,71.6045286825818
0.30000000000000004,8.700000000000001,1.273736366633095,,71.75000706065383
0.30000000000000004,8.900000000000002,1.2763593063090661,,71.89775815358058
0.30000000000000004,9.100000000000001,1.2790203336614014,,72.04765473840004
0.30000000000000004,9.3,1.2817171804787248,,72.19956904598627
0.30000000000000004,9.500000000000002,1.284447590232094,,72.35337396528881
0.30000000000000004,9.700000000000001,1.28720933454947,,72.50894397134527
0.30000000000000004,9.900000000000002,1.2900002257641945,,72.66615583214133
0.5000000000000001,0.1,1.4239037673513475,,80.20898832558798
0.5000000000000001,0.30000000000000004,1.3954068629307284,,78.60374791089299
0.5000000000000001,0.5000000000000001,1.2847488453210794,,72.37034376793243
0.5000000000000001,0.7000000000000001,1.1933650442183188,,67.22266286149477
0.5000000000000001,0.9000000000000001,1.1491672321030886,,64.73298492310339
0.5000000000000001,1.1000000000000003,1.1301255643212162,,63.66036123614107
0.5000000000000001,1.3000000000000003,1.1225333854017832,,63.23269118969732
0.5000000000000001,1.5000000000000004,1.1209190392830248,,63.14175451830006
0.5000000000000001,1.7000000000000004,1.123094589242369,,63.26430399481093
0.5000000000000001,1.9000000000000004,1.1278747987439894,,63.53357483803832
0.5000000000000001,2.1000000000000005,1.1343969538130416,,63.900970073437115
0.5000000000000001,2.3000000000000007,1.1419447597091117,,64.3261405722327
0.5000000000000001,2.5000000000000004,1.1499218323608031,,64.77549181482549
0.5000000000000001,2.7000000000000006,1.157870167899472,,65.22322428597053
0.5000000000000001,2.900000000000001,1.1654772107751203,,65.65173162417366
0.5000000000000001,3.1000000000000005,1.1725571643834354,,66.05054784289283
0.5000000000000001,3.3000000000000007,1.1790196232727188,,66.41458037197962
