variance,lengthscale,rms_mean,rms_deg,nmrs
0.0,0.0,1.7799462670418624,,100.26498463368894
0.0,0.2,1.7799462670418624,,100.26498463368894
0.0,0.4,1.7799462670418624,,100.26498463368894
0.0,0.6000000000000001,1.7799462670418624,,100.26498463368894
0.0,0.8,1.7799462670418624,,100.26498463368894
0.2,0.0,1.647114989440112,,92.78255313886251
0.2,0.2,0.6476395523401856,,36.481758447391755
0.2,0.4,0.6476392585704072,,36.481741899239225
0.2,0.6000000000000001,0.6476391459779729,,36.481735556868735
0.2,0.8,0.6476392169148947,,36.4817395527699
0.4,0.0,1.5384261248169808,,86.66007206003619
0.4,0.2,0.647639157879474,,36.48173622728438
0.4,0.4,0.6476388607352779,,36.48171948904974
0.4,0.6000000000000001,0.6476389147881392,,36.481722533865984
0.4,0.8,0.6476382949001279,,36.48168761536138
0.6000000000000001,0.0,1.4482072959966534,,81.57801444243576
0.6000000000000001,0.2,0.647639036674755,,36.481729399780924
0.6000000000000001,0.4,0.6476388902999466,,36.481721154437686
0.6000000000000001,0.6000000000000001,0.6476394906880774,,36.481754974507325
0.6000000000000001,0.8,0.647639944337629,,36.4817805287424
0.8,0.0,1.3724079545459997,,77.30821150146035
0.8,0.2,0.6476403751727096,,36.48180479783048
0.8,0.4,0.6476389869463631,,36.48172659856353
0.8,0.6000000000000001,0.6476388746646993,,36.48172027369883
0.8,0.8,0.647638885989323,,36.48172091161877
